Match,Date,Duration,Team,Picks,Bans,Team.1,Picks.1,Bans.1,Winner,match_id,barracks_status_dire,barracks_status_radiant,cluster,dire_score,dire_team_id,duration,engine,first_blood_time,game_mode,human_players,leagueid,lobby_type,match_seq_num,radiant_gold_adv,radiant_score,radiant_team_id,radiant_win,radiant_xp_adv,start_time,tower_status_dire,tower_status_radiant,version,replay_salt,series_id,series_type,patch,region,throw,loss,replay_url,comeback,stomp,date,time
6219661981,12 oct. 2021 02:18,40:35,Team Secret,Monkey King  Ancient Apparition  Earthshaker  Morphling  Ember Spirit,Elder Titan  Magnus  Templar Assassin  Hoodwink  Weaver  Gyrocopter  Luna,OG,Io  Mars  Tusk  Invoker  Ursa,Tiny  Storm Spirit  Tidehunter  Faceless Void  Kunkka  Void Spirit  Puck,Team Secret,6219661981.0,2.0,63.0,274.0,27.0,2586976.0,2435.0,1.0,139.0,2.0,10.0,13256.0,1.0,5201057193.0,"0,204,240,103,598,530,915,703,543,1043,1377,34,-314,995,1725,1419,688,599,769,1244,-300,-966,506,-871,-2157,-3501,-3671,-4679,-5142,-4900,-1845,-512,67,2845,3985,7641,7711,14634,15716,16360,20675",51.0,1838315.0,True,"0,220,111,187,537,664,869,576,469,901,1118,328,-170,1056,2352,1885,1856,2207,2239,3994,1065,343,3405,69,-2317,-3153,-3742,-5739,-4908,-4884,3331,5095,4275,11800,14497,22212,22491,31110,34446,35084,46044",1634041115.0,1024.0,1972.0,21.0,1357409453.0,602364.0,1.0,49.0,3.0,5142.0,20675.0,http://replay274.valve.net/570/6219661981_1357409453.dem.bz2,,,10-12,20:18
6219558229,12 oct. 2021 12:35,40:50,Team Spirit,Tiny  Snapfire  Crystal Maiden  Juggernaut  Puck,Earthshaker  Doom  Morphling  Monkey King  Lina  Faceless Void  Sven,INVICTUS GAMING,Mars  Phoenix  Bane  Storm Spirit  Spectre,Tidehunter  Io  Legion Commander  Magnus  Invoker  Lycan  Night Stalker,INVICTUS GAMING,6219558229.0,63.0,2.0,273.0,55.0,5.0,2450.0,1.0,,2.0,10.0,13256.0,1.0,5200971399.0,"308,399,47,305,612,927,203,318,539,221,736,584,-356,-808,-1372,-2769,-3519,-2658,-4692,-6550,-6473,-7604,-10545,-12287,-12418,-13128,-13971,-14912,-17304,-16936,-17803,-18025,-17947,-17594,-20377,-21367,-24627,-26452,-30097,-31772,-34315",16.0,7119388.0,False,"100,455,139,149,26,431,-172,-26,377,202,604,1016,-1247,-2300,-2167,-4209,-6408,-4865,-9062,-11283,-12079,-12474,-17585,-18963,-20076,-22487,-23889,-27006,-29523,-28613,-29966,-32605,-32492,-33641,-41076,-41548,-52317,-56250,-58265,-63839,-69721",1634034940.0,1974.0,1536.0,21.0,1177852658.0,602349.0,1.0,49.0,3.0,,,http://replay273.valve.net/570/6219558229_1177852658.dem.bz2,927.0,34315.0,10-12,18:35
6219497713,12 oct. 2021 11:12,48:55,Team Spirit,Weaver  Legion Commander  Snapfire  Chaos Knight  Shadow Fiend,Earthshaker  Elder Titan  Monkey King  Lina  Storm Spirit  Invoker  Queen of Pain,INVICTUS GAMING,Doom  Lion  Bane  Morphling  Ember Spirit,Tidehunter  Io  Wraith King  Tiny  Terrorblade  Templar Assassin  Magnus,INVICTUS GAMING,6219497713.0,61.0,7.0,273.0,28.0,5.0,2935.0,1.0,135.0,2.0,10.0,13256.0,1.0,5200926471.0,"0,426,613,1205,1500,1267,1748,2254,2711,1769,1833,2045,2288,2332,2810,1773,763,1356,-864,-1338,-2283,-2591,-2958,-3381,-2595,-2223,-2587,-3435,-4474,-4229,-3944,-3223,-2421,-2350,-5169,-7145,-6769,-7392,-7086,-8028,-8150,-10790,-13629,-13475,-14725,-15321,-17611,-17906,-18733",17.0,7119388.0,False,"0,57,270,830,1224,1204,1973,2787,3255,1930,1845,1880,749,1420,2538,1150,-271,352,-3522,-3821,-4579,-4451,-4164,-3700,-1397,-1535,-2195,-3014,-5466,-5321,-6287,-3971,-3539,-3351,-9759,-9701,-9937,-10745,-10240,-10930,-11001,-17760,-21934,-19375,-22483,-23755,-26626,-25902,-26803",1634029923.0,1968.0,1540.0,21.0,1455069058.0,602349.0,1.0,49.0,3.0,,,http://replay273.valve.net/570/6219497713_1455069058.dem.bz2,2810.0,18733.0,10-12,17:12
6219447985,12 oct. 2021 10:00,37:05,Team Spirit,Elder Titan  Mars  Bane  Invoker  Morphling,Earthshaker  Storm Spirit  Sven  Doom  Legion Commander  Night Stalker  Lycan,INVICTUS GAMING,Io  Lion  Monkey King  Leshrac  Slardar,Tidehunter  Tiny  Snapfire  Weaver  Lina  Faceless Void  Terrorblade,Team Spirit,6219447985.0,31.0,63.0,191.0,23.0,5.0,2225.0,1.0,283.0,2.0,10.0,13256.0,1.0,5200882068.0,"0,68,-115,88,-580,-796,-305,-728,-937,-677,-1588,-1153,-791,-1009,-696,198,-884,-1993,-1681,-718,-473,-1704,-1906,-3334,-3157,-2730,-3571,-5686,-6903,-6554,-5055,-3734,-5089,-5908,-5722,-3096,-721,2721",17.0,7119388.0,True,"0,209,-148,305,-113,-235,342,35,-661,-515,-1856,-1637,-551,-676,-1721,63,-755,-2678,-2146,-728,-1758,-5008,-4714,-8895,-8117,-7520,-9160,-13472,-14300,-14658,-10231,-6879,-10229,-12804,-12086,-8180,-2230,997",1634025642.0,52.0,1828.0,21.0,519498525.0,602349.0,1.0,49.0,9.0,6903.0,2721.0,http://replay191.valve.net/570/6219447985_519498525.dem.bz2,,,10-12,16:00
6216911349,10 oct. 2021 03:13,31:41,beastcoast,Phoenix  Clockwerk  Invoker  Ursa  Enigma,Io  Disruptor  Tiny  Mars  Void Spirit  Morphling  Winter Wyvern,PSG.LGD,Monkey King  Snapfire  Kunkka  Legion Commander  Clinkz,Tusk  Timbersaw  Storm Spirit  Troll Warlord  Batrider  Sand King  Nature's Prophet,PSG.LGD,6216911349.0,63.0,51.0,191.0,30.0,15.0,1901.0,1.0,125.0,2.0,10.0,13256.0,1.0,5198870724.0,"0,71,-229,331,-113,-403,-797,-1436,-730,-1744,-1910,-1888,-709,-1455,-2042,-1282,-4169,-4960,-5679,-7195,-6684,-7331,-10460,-11630,-11580,-13512,-15371,-17027,-19060,-19832,-20687,-22101",10.0,8254400.0,False,"0,83,-397,384,295,1,-135,-17,49,-969,-1134,-982,-322,-2259,-3007,-2469,-7559,-8732,-9286,-9814,-10146,-12494,-16297,-18301,-16875,-19928,-20400,-24266,-25491,-25694,-27058,-26839",1633871606.0,1982.0,260.0,21.0,1398468486.0,601882.0,1.0,49.0,9.0,,,http://replay191.valve.net/570/6216911349_1398468486.dem.bz2,331.0,22101.0,10-10,21:13
6216828976,10 oct. 2021 02:20,22:17,SG esports,Weaver  Timbersaw  Elder Titan  Void Spirit  Tiny,Snapfire  Io  Bloodseeker  Batrider  Morphling  Ursa  Faceless Void,Team Spirit,Bane  Tidehunter  Rubick  Shadow Fiend  Templar Assassin,Monkey King  Tinker  Slark  Clockwerk  Invoker  Terrorblade  Medusa,Team Spirit,6216828976.0,63.0,51.0,191.0,27.0,7119388.0,1337.0,1.0,230.0,2.0,10.0,13256.0,1.0,5198797345.0,"0,-384,-365,-167,-582,-315,-770,-1051,-1128,-1486,-2199,-3438,-3670,-3887,-5373,-5767,-7723,-10024,-10384,-11223,-12824,-13737,-17086",5.0,8255756.0,False,"0,-16,35,-11,-148,90,-597,-781,-1006,-1140,-1688,-4254,-4660,-4779,-6316,-7227,-11009,-13918,-13582,-14966,-15467,-17019,-18097",1633868445.0,1974.0,262.0,21.0,1902517467.0,601868.0,1.0,49.0,9.0,,,http://replay191.valve.net/570/6216828976_1902517467.dem.bz2,,17086.0,10-10,20:20
6216827185,10 oct. 2021 02:20,48:55,Team Secret,Tiny  Mirana  Silencer  Ember Spirit  Slardar,Weaver  Snapfire  Morphling  Ursa  Terrorblade  Razor  Huskar,Vici Gaming,Elder Titan  Earthshaker  Dark Willow  Spectre  Necrophos,Monkey King  Io  Magnus  Mars  Invoker  Tidehunter  Night Stalker,Team Secret,6216827185.0,48.0,63.0,192.0,18.0,726228.0,2935.0,1.0,269.0,2.0,10.0,13256.0,1.0,5198830377.0,"0,-87,226,-158,-293,322,198,459,317,238,649,1105,1858,1972,2271,2452,1794,1907,1434,1139,594,-516,-521,-392,-334,-1126,-1962,-2512,-2493,-997,-707,-110,-736,-625,-314,-861,-673,-1580,181,3635,7486,9330,10654,11961,13693,13567,13528,16616,16564",29.0,1838315.0,True,"0,-216,259,-203,-624,-30,-358,-566,-760,-306,-259,-112,1464,2217,3212,3524,3042,2855,1727,47,-957,-2304,-2671,-2301,-2459,-4801,-5231,-5874,-6805,-2136,-4264,-4888,-5202,-5254,-4540,-5514,-5265,-6383,-62,7272,8097,7749,12089,13667,15342,16115,16356,29898,31576",1633868421.0,1792.0,1975.0,21.0,1584982263.0,601865.0,1.0,49.0,9.0,2512.0,16616.0,http://replay192.valve.net/570/6216827185_1584982263.dem.bz2,,,10-10,20:20
6216810253,10 oct. 2021 02:16,32:22,PSG.LGD,Io  Rubick  Leshrac  Pangolier  Juggernaut,Tusk  Mars  Disruptor  Ancient Apparition  Elder Titan  Ember Spirit  Lina,beastcoast,Earthshaker  Timbersaw  Hoodwink  Bloodseeker  Sniper,Monkey King  Tiny  Luna  Invoker  Morphling  Ursa  Gyrocopter,PSG.LGD,6216810253.0,51.0,63.0,192.0,16.0,8254400.0,1942.0,1.0,284.0,2.0,10.0,13256.0,1.0,5198804189.0,"0,484,269,45,397,507,370,-1,121,-123,-353,-354,-454,492,1872,1945,1603,43,2529,4075,4309,4350,3118,3280,3100,3396,3599,4218,5785,3453,3420,5597,10224",31.0,15.0,True,"0,176,-156,-196,-191,-479,-420,-912,-1864,-1298,-1180,-1091,-790,766,2418,2692,1922,497,4116,5041,5836,6867,4193,4085,4094,4456,5996,6968,8194,4618,4850,5657,18393",1633868183.0,388.0,1847.0,21.0,766693046.0,601882.0,1.0,49.0,9.0,454.0,10224.0,http://replay192.valve.net/570/6216810253_766693046.dem.bz2,,,10-10,20:16
6216792975,10 oct. 2021 01:55,1:02:48,Quincy Crew,Earthshaker  Doom  Terrorblade  Elder Titan  Dragon Knight,Lycan  Tiny  Winter Wyvern  Wraith King  Medusa  Lina  Kunkka,Elephant,Snapfire  Tidehunter  Vengeful Spirit  Weaver  Sniper,Monkey King  Io  Storm Spirit  Morphling  Invoker  Puck  Ember Spirit,Quincy Crew,6216792975.0,,50.0,191.0,34.0,8204512.0,3768.0,1.0,8.0,2.0,10.0,13256.0,1.0,5198816862.0,"0,-1009,-1107,-664,-460,-812,-1446,-469,-156,-505,-1236,-1013,-1404,-2926,-2507,-2804,-2686,-2715,-3007,-3580,-3026,-3271,-3306,-3839,-3699,-3505,-3685,-3861,-3738,-3925,-3474,-245,778,110,1928,4530,5654,5811,9232,13763,14103,14752,15274,16656,17552,14748,11586,9705,10426,15362,18590,17743,18228,18505,18104,19664,20216,20608,21395,21481,15595,13056,11246",38.0,7390454.0,True,"0,158,-41,616,312,181,-376,643,391,-324,-717,-76,-473,-1978,-2066,-2994,-3394,-5350,-6669,-8456,-9568,-8895,-9976,-12202,-10947,-10183,-11425,-12933,-13462,-14641,-14855,-8472,-5836,-8224,-3086,-2410,-2338,-2235,5628,6475,6898,8115,9322,10114,10606,1810,-5519,-4959,-4476,9228,10259,10567,10627,11984,12677,14447,16160,18289,19184,23257,16383,13222,8663",1633866900.0,1536.0,1792.0,21.0,1868346405.0,601863.0,1.0,49.0,9.0,3925.0,21481.0,http://replay191.valve.net/570/6216792975_1868346405.dem.bz2,,,10-10,19:55
6216750491,10 oct. 2021 01:20,32:11,Team Spirit,Elder Titan  Tidehunter  Mirana  Ember Spirit  Arc Warden,Tinker  Monkey King  Oracle  Sven  Queen of Pain  Mars  Viper,SG esports,Lion  Tiny  Phoenix  Doom  Slark,Io  Weaver  Invoker  Lina  Snapfire  Gyrocopter  Medusa,Team Spirit,6216750491.0,48.0,63.0,191.0,12.0,8255756.0,1931.0,1.0,168.0,2.0,10.0,13256.0,1.0,5198744627.0,"0,-423,-343,-118,374,-54,131,456,281,828,609,791,242,951,1589,2143,1727,1963,3049,3334,3312,3675,4168,4299,6307,9204,11622,12150,12807,15280,17788,16672,17556",32.0,7119388.0,True,"0,106,202,163,496,156,187,1128,748,1326,1217,660,188,1075,2651,3357,2572,2029,2960,3499,3484,3098,2879,3257,7408,12321,16430,17904,17447,23073,24375,23480,25353",1633864822.0,384.0,1975.0,21.0,1632847917.0,601868.0,1.0,49.0,9.0,423.0,17788.0,http://replay191.valve.net/570/6216750491_1632847917.dem.bz2,,,10-10,19:20
6216733293,10 oct. 2021 01:16,28:56,Vici Gaming,Io  Tidehunter  Storm Spirit  Hoodwink  Medusa,Rubick  Monkey King  Disruptor  Invoker  Ursa  Slardar  Mars,Team Secret,Tiny  Snapfire  Ancient Apparition  Puck  Magnus,Weaver  Doom  Luna  Ember Spirit  Void Spirit  Sven  Spectre,Team Secret,6216733293.0,63.0,3.0,191.0,20.0,1838315.0,1736.0,1.0,229.0,2.0,10.0,13256.0,1.0,5198735784.0,"0,207,95,87,420,231,482,898,1135,1420,1702,1652,1210,783,785,1008,528,-229,-54,-889,-2165,-3313,-3432,-5165,-5963,-7559,-8439,-8414,-10790",4.0,726228.0,False,"0,144,-99,155,221,93,286,155,437,648,1027,-25,-129,145,717,91,-79,-690,-387,-983,-3329,-5723,-7131,-7505,-7809,-9186,-10615,-10930,-16216",1633864562.0,2038.0,1542.0,21.0,1640461372.0,601865.0,1.0,49.0,9.0,,,http://replay191.valve.net/570/6216733293_1640461372.dem.bz2,1702.0,10790.0,10-10,19:16
6216715837,10 oct. 2021 12:53,32:08,Elephant,Elder Titan  Mirana  Tiny  Dragon Knight  Nature's Prophet,Weaver  Snapfire  Morphling  Storm Spirit  Puck  Vengeful Spirit  Undying,Quincy Crew,Earthshaker  Enchantress  Void Spirit  Medusa  Venomancer,Io  Monkey King  Doom  Night Stalker  Lycan  Pangolier  Terrorblade,Quincy Crew,6216715837.0,63.0,60.0,192.0,22.0,7390454.0,1928.0,1.0,261.0,2.0,10.0,13256.0,1.0,5198714525.0,"-100,2,295,292,796,67,627,578,719,873,1110,1791,935,221,15,-293,-356,-1315,-1043,-2122,-3057,-3810,-3362,-2160,-2658,-3967,-4473,-7314,-9142,-10270,-10962,-10550,-14867",6.0,8204512.0,False,"-48,-172,214,-58,388,-56,160,-286,-146,-296,-859,-1166,-1112,-2906,-3123,-3394,-3138,-3702,-926,-3385,-4064,-5377,-3002,-2340,-2699,-5521,-9904,-14025,-15230,-17767,-18247,-20198,-27020",1633863220.0,2022.0,1824.0,21.0,441801192.0,601863.0,1.0,49.0,9.0,,,http://replay192.valve.net/570/6216715837_441801192.dem.bz2,1791.0,14867.0,10-10,18:53
6216713037,10 oct. 2021 12:51,48:27,Undying,Io  Weaver  Disruptor  Doom  Dark Seer,Snapfire  Elder Titan  Faceless Void  Bloodseeker  Wraith King  Invoker  Storm Spirit,Evil Geniuses,Tidehunter  Ancient Apparition  Lion  Naga Siren  Kunkka,Tiny  Monkey King  Lina  Night Stalker  Leshrac  Ember Spirit  Tinker,Undying,6216713037.0,50.0,63.0,192.0,28.0,39.0,2907.0,1.0,216.0,2.0,10.0,13256.0,1.0,5198728928.0,"0,-3,8,237,-151,135,-802,-1676,-1578,-1633,-1626,-2311,-3088,-3537,-3192,-3383,-3184,-2973,-3548,-4795,-2996,-2600,-2507,-3587,-3450,-4596,-4539,-4783,-5489,-5431,-5951,-7187,-7097,-5145,-3100,-2957,-2474,-538,1419,1888,2255,1558,1273,4892,3083,1294,1087,4636,8433",27.0,8260983.0,True,"0,0,-23,66,-266,-198,-1243,-2104,-2373,-2882,-3114,-3121,-4585,-5138,-6376,-6080,-6115,-5991,-7099,-8862,-5858,-6477,-6583,-6366,-5279,-6414,-5285,-5257,-5252,-5151,-5522,-5125,-5076,-1424,-1545,-2070,-1632,4572,5784,5420,7026,4338,5319,12856,9364,8571,9177,22435,27559",1633863075.0,384.0,1828.0,21.0,222064863.0,601853.0,1.0,49.0,9.0,7187.0,8433.0,http://replay192.valve.net/570/6216713037_222064863.dem.bz2,,,10-10,18:51
6216665747,10 oct. 2021 12:11,33:34,INVICTUS GAMING,Io  Nyx Assassin  Mars  Lina  Sven,Elder Titan  Magnus  Tidehunter  Templar Assassin  Invoker  Juggernaut  Lifestealer,OG,Monkey King  Snapfire  Dragon Knight  Lycan  Luna,Tiny  Leshrac  Storm Spirit  Batrider  Gyrocopter  Ursa  Bristleback,INVICTUS GAMING,6216665747.0,63.0,63.0,191.0,9.0,2586976.0,2014.0,1.0,268.0,2.0,10.0,13256.0,1.0,5198675396.0,"0,277,229,20,480,890,698,901,1280,1260,1470,1429,1342,938,1191,1861,3356,3652,5134,5020,7319,9390,7021,8006,9534,11341,13200,13200,13832,13497,14110,14609,17197,21015",38.0,5.0,True,"0,272,161,142,14,466,93,641,1566,1183,1123,1146,799,630,141,844,2860,3101,6613,6857,10608,13066,10712,14520,16379,20930,22556,20658,21331,20788,22172,23039,29067,32921",1633860661.0,388.0,1846.0,21.0,89886887.0,601846.0,1.0,49.0,9.0,,21015.0,http://replay191.valve.net/570/6216665747_89886887.dem.bz2,,,10-10,18:11
6216664448,10 oct. 2021 12:10,38:33,Thunder Predator,Timbersaw  Nyx Assassin  Keeper of the Light  Bristleback  Nature's Prophet,Io  Monkey King  Lina  Ursa  Invoker  Storm Spirit  Doom,T1,Tiny  Lycan  Shadow Shaman  Undying  Morphling,Tidehunter  Viper  Phoenix  Weaver  Medusa  Kunkka  Necrophos,T1,6216664448.0,56.0,51.0,191.0,26.0,8214850.0,2313.0,1.0,4.0,2.0,10.0,13256.0,1.0,5198679539.0,"0,529,618,552,862,1047,1076,803,1490,1707,2512,2474,1543,1850,2511,2654,2151,402,2327,2048,1973,3343,4769,5674,5809,4486,5344,2381,239,-1854,-1022,-1676,-3709,-1862,-6017,-10258,-10156,-11543,-13050",19.0,7391077.0,False,"0,99,429,286,702,840,1151,1445,1101,1355,1819,1302,670,1961,1216,1381,2038,317,1496,1538,1826,3545,5294,6412,7123,5472,3912,-248,-4639,-6242,-4841,-6243,-8485,-4561,-13837,-15172,-14691,-15679,-24318",1633860638.0,1792.0,6.0,21.0,801918090.0,601848.0,1.0,49.0,9.0,,,http://replay191.valve.net/570/6216664448_801918090.dem.bz2,5809.0,13050.0,10-10,18:10
6216649464,10 oct. 2021 12:00,20:34,Virtus.pro,Io  Storm Spirit  Bane  Medusa  Beastmaster,Weaver  Tidehunter  Queen of Pain  Lina  Puck  Invoker  Razor,Team Aster,Elder Titan  Magnus  Lion  Anti-Mage  Ember Spirit,Monkey King  Tiny  Slark  Night Stalker  Silencer  Slardar  Legion Commander,Virtus.pro,6216649464.0,63.0,63.0,192.0,1.0,6209166.0,1234.0,1.0,168.0,2.0,10.0,13256.0,1.0,5198647944.0,"0,-14,0,521,771,519,292,320,753,313,1243,2087,2191,2875,4014,4304,5240,7003,8425,8771,9842",20.0,1883502.0,True,"0,31,-18,339,602,635,350,852,646,554,1432,2358,3139,4859,6486,6811,8087,10262,11728,12693,13576",1633860037.0,1974.0,1983.0,21.0,2131580044.0,601845.0,1.0,49.0,9.0,14.0,9842.0,http://replay192.valve.net/570/6216649464_2131580044.dem.bz2,,,10-10,18:00
6216644781,10 oct. 2021 11:54,28:18,Evil Geniuses,Tidehunter  Snapfire  Disruptor  Puck  Anti-Mage,Tiny  Monkey King  Lina  Legion Commander  Tinker  Night Stalker  Doom,Undying,Io  Weaver  Crystal Maiden  Leshrac  Sand King,Silencer  Elder Titan  Faceless Void  Bloodseeker  Invoker  Gyrocopter  Morphling,Evil Geniuses,6216644781.0,63.0,63.0,191.0,3.0,8260983.0,1698.0,1.0,316.0,2.0,10.0,13256.0,1.0,5198654925.0,"0,-257,-534,-287,-562,-70,-256,-901,-958,-978,-1368,-617,-300,-766,1222,1399,2501,2779,4200,4837,5079,5781,7342,7632,8510,10410,11690,11309,12073",23.0,39.0,True,"0,459,151,454,-201,375,-83,-78,233,378,-632,938,388,-528,2234,2363,4213,4738,7978,8590,9218,10869,12861,13709,12501,16732,19059,18544,19983",1633859680.0,1956.0,1846.0,21.0,794051162.0,601853.0,1.0,49.0,9.0,1368.0,12073.0,http://replay191.valve.net/570/6216644781_794051162.dem.bz2,,,10-10,17:54
6216594228,10 oct. 2021 11:16,28:07,Thunder Predator,Earth Spirit  Legion Commander  Elder Titan  Morphling  Dragon Knight,Tiny  Doom  Troll Warlord  Lycan  Invoker  Night Stalker  Vengeful Spirit,T1,Crystal Maiden  Treant Protector  Lina  Spectre  Necrophos,Monkey King  Tidehunter  Phoenix  Templar Assassin  Puck  Storm Spirit  Void Spirit,T1,6216594228.0,63.0,3.0,192.0,34.0,8214850.0,1687.0,1.0,135.0,2.0,10.0,13256.0,1.0,5198620561.0,"0,65,4,-302,39,-186,-997,-868,-1952,-2133,-2501,-3983,-5402,-6212,-8009,-8702,-9388,-10030,-10751,-11837,-11648,-14768,-16700,-18258,-18568,-19722,-19893,-24588,-27210",4.0,7391077.0,False,"0,-100,-203,-95,258,252,-37,503,-1337,-1281,-2080,-3921,-5771,-6251,-8544,-10167,-10975,-11582,-12661,-13249,-12816,-19385,-19954,-18350,-19238,-22141,-24176,-27867,-30816",1633857376.0,2046.0,6.0,21.0,264036249.0,601848.0,1.0,49.0,9.0,,,http://replay192.valve.net/570/6216594228_264036249.dem.bz2,65.0,27210.0,10-10,17:16
6216584699,10 oct. 2021 11:01,41:23,OG,Elder Titan  Magnus  Void Spirit  Abaddon  Templar Assassin,Leshrac  Lion  Morphling  Lina  Storm Spirit  Timbersaw  Necrophos,INVICTUS GAMING,Weaver  Earthshaker  Silencer  Ember Spirit  Slark,Io  Tiny  Invoker  Juggernaut  Monkey King  Troll Warlord  Spectre,OG,6216584699.0,,63.0,191.0,27.0,5.0,2483.0,1.0,120.0,2.0,10.0,13256.0,1.0,5198619613.0,"0,428,178,881,676,578,712,303,549,1554,1889,2395,2652,3903,3906,4281,4876,6762,8201,9009,9749,10470,9337,9356,9758,10007,10678,12611,10803,10020,12523,10820,10616,12488,14286,9348,8337,5755,3541,2909,4390,9698",30.0,2586976.0,True,"0,237,-84,318,134,398,648,373,0,703,1412,3096,2505,2839,3017,3185,5062,8230,10110,9853,11073,10589,7963,8889,9777,8289,10496,10804,5995,7270,11647,6373,7148,10275,10619,1875,9,-6652,-11265,-11422,-4132,748",1633856475.0,1536.0,1974.0,21.0,1900748499.0,601846.0,1.0,49.0,9.0,,14286.0,http://replay191.valve.net/570/6216584699_1900748499.dem.bz2,,,10-10,17:01
6216583629,10 oct. 2021 11:01,30:24,Team Aster,Weaver  Magnus  Pangolier  Leshrac  Troll Warlord,Earthshaker  Puck  Ember Spirit  Slark  Invoker  Bloodseeker  Lycan,Virtus.pro,Io  Tiny  Storm Spirit  Bane  Underlord,Monkey King  Lina  Tidehunter  Doom  Queen of Pain  Necrophos  Medusa,Virtus.pro,6216583629.0,63.0,11.0,192.0,25.0,1883502.0,1824.0,1.0,336.0,2.0,10.0,13256.0,1.0,5198607646.0,"0,-83,-282,-468,-557,-534,-225,17,92,84,-571,-183,-1077,-1182,-154,-261,-1137,-621,-919,-170,-1991,-1908,-1056,-2879,-5484,-5954,-4351,-9352,-11038,-10989,-14423",13.0,6209166.0,False,"0,30,-145,-342,-356,-229,-313,-316,-710,-255,-1385,-2127,-2493,-2242,-1093,-1071,-1695,-1787,-3896,-1605,-5407,-4148,-3757,-5876,-12398,-12781,-7984,-18141,-18593,-17810,-22369",1633856508.0,1972.0,1542.0,21.0,348852431.0,601845.0,1.0,49.0,9.0,,,http://replay192.valve.net/570/6216583629_348852431.dem.bz2,92.0,14423.0,10-10,17:01
6216545156,10 oct. 2021 10:28,51:34,SG esports,Weaver  Tidehunter  Pangolier  Terrorblade  Void Spirit,Elder Titan  Snapfire  Doom  Storm Spirit  Faceless Void  Morphling  Slark,Quincy Crew,Ogre Magi  Mirana  Tiny  Timbersaw  Tinker,Monkey King  Io  Medusa  Winter Wyvern  Lina  Batrider  Invoker,Quincy Crew,6216545156.0,16.0,55.0,191.0,25.0,7390454.0,3094.0,1.0,5.0,2.0,10.0,13256.0,1.0,5198598303.0,"0,-326,-933,-1139,-842,-1065,-1307,-2285,-2364,-2328,-2044,-2268,-2514,-1032,0,996,861,1170,2135,3135,3582,3493,3390,2940,3380,4479,3753,1570,-89,-1397,-1620,-1003,-4361,-7276,-7120,-6076,-5160,-3412,-1073,1428,-1877,-4832,-4376,-6012,-6893,-9007,-8925,-7658,-5101,-7973,-8631,-9697",30.0,8255756.0,False,"0,346,-326,-307,-261,-971,-1004,-1899,-1497,-1864,-1859,-1766,-1821,-1139,-582,771,568,1120,3181,4164,4429,2829,2707,2500,2872,3822,1718,-2397,-6715,-7677,-7865,-8743,-14876,-18918,-20647,-18369,-14446,-14505,-10243,-8837,-16786,-20802,-22027,-23040,-23845,-28426,-25793,-22093,-17702,-25146,-25541,-29190",1633854503.0,1536.0,260.0,21.0,471262816.0,601835.0,1.0,49.0,9.0,,,http://replay191.valve.net/570/6216545156_471262816.dem.bz2,4479.0,9697.0,10-10,16:28
6216526891,10 oct. 2021 10:13,17:05,Elephant,Io  Storm Spirit  Warlock  Night Stalker  Sven,Snapfire  Tidehunter  Puck  Invoker  Faceless Void  Bloodseeker  Lifestealer,PSG.LGD,Magnus  Elder Titan  Skywrath Mage  Dragon Knight  Phantom Assassin,Monkey King  Tiny  Rubick  Doom  Slardar  Slark  Luna,PSG.LGD,6216526891.0,63.0,63.0,191.0,21.0,15.0,1025.0,1.0,192.0,2.0,10.0,13256.0,1.0,5198547355.0,"0,65,-1,-225,-1087,-1630,-2165,-2335,-1869,-1291,-2694,-2902,-4656,-4667,-5547,-6088,-6881,-8535",4.0,8204512.0,False,"0,83,186,-96,-393,-1232,-1541,-1822,-1502,-1372,-2613,-3372,-5440,-5505,-6063,-6859,-9507,-13606",1633853591.0,2046.0,1975.0,21.0,2090986347.0,601831.0,1.0,49.0,9.0,,,http://replay191.valve.net/570/6216526891_2090986347.dem.bz2,65.0,8535.0,10-10,16:13
6216525355,10 oct. 2021 10:11,35:28,Fnatic,Weaver  Tidehunter  Ogre Magi  Ember Spirit  Riki,Tiny  Snapfire  Faceless Void  Ursa  Doom  Terrorblade  Slark,Team Secret,Elder Titan  Invoker  Rubick  Mars  Phantom Lancer,Io  Monkey King  Templar Assassin  Void Spirit  Nature's Prophet  Luna  Spectre,Fnatic,6216525355.0,63.0,63.0,191.0,7.0,1838315.0,2128.0,1.0,199.0,2.0,10.0,13256.0,1.0,5198567348.0,"0,95,229,218,-47,505,367,956,1036,814,383,1003,-27,-4,426,1796,2641,1778,2450,3995,3762,4399,5714,6179,7400,9592,12345,14121,15345,15636,16146,16507,16882,17181,18558,21457",32.0,350190.0,True,"0,77,41,-98,-80,146,184,754,937,711,101,-617,-481,236,1009,3186,2638,1593,3292,6342,4995,5885,7894,8517,10385,13655,18692,19809,20699,22156,23205,25177,26165,27681,29747,37250",1633853463.0,1572.0,1975.0,21.0,352070706.0,601833.0,1.0,49.0,9.0,47.0,21457.0,http://replay191.valve.net/570/6216525355_352070706.dem.bz2,,,10-10,16:11
